contract_id,pdf_key,contract_name,project_name,sector,_subsector,contract_type,party,party_type,contract_date
9297,5/146aae311ec363d8db8a74c7ba46f0f4/main.pdf,Asia World Agriculture Development (Cambodia) Co Cambodia Crops Concession ,Asia World Agriculture Development (Cambodia) Co Cambodia Crops Concession,Crops,Cassava,Entire Agreement,Foreign Trade Bank of Cambodia,Party,2006-02-16
8197,5/cf73833d77951bddd0f1af7c52e40372/main.pdf,Sociedad Portuaria El Cayao Sa Esp Colombia Midstream Operation And Services Agreement ,Sociedad Portuaria El Cayao Sa Esp Colombia Midstream Operation And Services Agreement,Midstream,LNG,Operation And Services Agreement,HÖEGH LNG HOLDINGS LTD,Contractor,2014-10-31
6700,5/cf37491765f2bf84f3f10a0be1e7b588/93943.PDF,SPS Corcoran West Offtake Agreement,SPS Corcoran West,Power and Renewables,Petroleum Coke-Fired Power Plant,Power Purchase and Sale Agreement,10 Southern California Edison Company,Buyer,2011-02-10
7036,5/0864bf6e1078f7a3c14850e6397c70c8/42746.pdf,Swiss America Offtake Agreement,Swiss America,Power and Renewables,Petroleum Coke-Fired Power Plant,Power Purchase Agreement,16 PACIFIC GAS AND ELECTRIC COMPANY,Buyer,1981-10-27
8945,5/96ab7ef99e88c9c1f82c1bd4b23230f5/main.pdf,Sl Mining Limited Sierra Leone Metals Concession ,Sl Mining Limited Sierra Leone Metals Concession,Metals,Zircon,Licence Agreement,Mining Limited.,Licensee,2017-12-06
7382,5/b4c4a5d4d468b193e2ac0d629235e7c1/62872.pdf,Peetz Table Offtake Agreement,Peetz Table,Power and Renewables,Energy Storage,Power Purchase Agreement,"Northern Colorado Wind Energy, LLC",Seller,2008-12-21
7367,5/f943b706052d0cf840f33e2085e3940b/52443.pdf,Twin City Power Amendment 1,Twin City Power,Power and Renewables,Nuclear,Purchase Sale Agreement,Garkane Energy,Buyer,2009-04-22
7616,5/b8a87bc6935c3be9bf345ed709538f36/57021.pdf,Eric and Debbie Wattenburg Project Agreement,Eric and Debbie Wattenburg,Power and Renewables,Biomass,Power Purchase Agreement,"GANSNER POWER AND WATER, INC.",Seller,2001-07-30
8778,5/b4cfd361bd05f28d31bd384a21f213ec/main.pdf,"Putu Iron Ore Mining, Inc. and Mano River Iron Ore Ltd. Liberia Metals Concession ","Putu Iron Ore Mining, Inc. and Mano River Iron Ore Ltd. Liberia Metals Concession",Metals,Lead,Mineral Development Agreement,The Government Of The Republic Of Liberia,Government,2010-09-02
6686,5/9dcf5ce0a04215ac53f549618e0f7f70/main.pdf,DG Fairhaven Amendment 1,DG Fairhaven,Power and Renewables,Power Transmission and Distribution,Power Purchase Agreement,Pacific Gas and Electric Company,Buyer,1984-09-17
7073,5/8ecd48363b594b312588b8e9feb1eb1e/main.pdf,Buckeye Hyrdo Amendment 1,Buckeye Hyrdo,Power and Renewables,Cogen,Power Purchase Agreement,Pacific Gas and Electric Company,Buyer,2011-03-31
7107,5/a0e7fc0232646f867576275d2414f97c/15829.pdf,Olsen Power Partners Amendment 2,Olsen Power Partners,Hydropower,Ocean Current,Amendment (Power Purchase Agreement),Pacific Gas and Electric Company,Buyer,2001-07-31
6943,5/4708fe638a8504c481c024b024b2767e/98857.PDF,Rattlesnake Road (Horizon) Offtake Agreement,Rattlesnake Road (Horizon),Power and Renewables,Hydropower,Power Purchase and Sale Agreement,13 PACIFIC GAS AND ELECTRIC COMPANY,Buyer,2008-05-28
6966,5/fb2b84d937dc698085cf9b75ee37828c/main.pdf,Shamrock Utilities Clover Leaf Amendment 2,Shamrock Utilities Clover Leaf,Power and Renewables,Oil-Fired Power Plant,Power Purchase Agreement,"SHAMROCK UTILITIES, INC.",Seller,1985-04-11
7363,5/34163d3cd446553369c7f8b67324099c/44954.pdf,Long Island Generating Facilities Offtake Agreement,Long Island Generating Facilities,Power and Renewables,Biomass,Power Purchase Agreement,Federal Power Commission,Commission,2012-10-09
6777,5/63a139496ac79ded92756c2634feb2c1/main.pdf,Solano Irrigation District IDWA Offtake Agreement,Solano Irrigation District IDWA,Power and Renewables,Cogen,Power Purchase Agreement,SOLANO IRRIGATION DISTRICT,Seller,1981-08-31
6946,5/2b11adacc61488573973681bffadae67/main.pdf,Avenal Offtake Agreement,Avenal,Power and Renewables,Nuclear,Power Purchase Agreement,Pacific Gas and Electric Company,Buyer,2009-12-23
7614,5/06813352d75b4a78635f027248f7e8fe/71788.pdf,Kittyhawk Demonstration Facility ,Kittyhawk Demonstration Facility,Power and Renewables,Oil-Fired Power Plant,Power Purchase and Sale Agreement,San Diego Gas & Electric Company,Party B,2007-06-01
6685,5/73ba954b984fd9759ce5d644c96344f8/main.pdf,Fairfield Power Plant Offtake Agreement,Fairfield Power Plant,Power and Renewables,Coal Fired Power Plant,Power Purchase Agreement,10 PACIFIC GAS AND ELECTRIC COMPANY,Buyer,1984-05-06
7283,5/dcc431274be619e12248e0c0b937a49d/98174.PDF,Sky River Offtake Agreement,Sky River,Power and Renewables,Energy Storage,Power Purchase Agreement,Painted Hills Wind Developers,PPA Seller,2003-01-29
7833,5/a32a5fef8db3dfb8613bb93aa6326e8c/main.pdf,Appendix 13A Referee Agreement To - Partnerships Bc ,Appendix 13A Referee Agreement To - Partnerships Bc,Health,Healthcare,Dispute Resolution Procedure,Fengate (AAP) LP,Project Co,2015-02-10
7974,5/ac92f61e3340b54e76c369586e3bf83b/main.pdf,Highway Service Centres - Project Agreement Project Agreement,Highway Service Centres - Project Agreement,Road,Rest Stops,Project Agreement,Minister of Energy,Construction Guarantor,2034-03-29
6745,5/9ca4c0bb8a5895f33cc1187a8856b521/main.pdf,Nelson Creek Offtake Agreement,Nelson Creek,Hydropower,Dam,Power Purchase Agreement,PACIFIC GAS AND ELECTRIC COMPANY.,Buyer,1984-10-05
6931,5/f8d90dbb039a107e7033c4abf67abfeb/main.pdf,Sanford-Burnham Medical Research Institute I Amendment 1,Sanford-Burnham Medical Research Institute I,Power and Renewables,Generation,Project Agreement,Sanford Burnham Institute for Medical Research,Buyer,2010-04-21
6431,5/06813352d75b4a78635f027248f7e8fe/main.pdf,Kittyhawk Demonstration Facility Offtake Agreement,Kittyhawk Demonstration Facility,Power and Renewables,Coal Fired Power Plant,Power Purchase and Sale Agreement,Envirepel Energy Inc.,Seller,2007-05-31
6845,5/bf6388a1e213323d6d9b4b27bc59728c/main.pdf,BuenaVista Amendment 2,BuenaVista,Power and Renewables,Wind,Amendment (Project),"Buena Vista Energy, LLC",Seller,2005-04-01
7283,5/dcc431274be619e12248e0c0b937a49d/98174.PDF,Sky River Offtake Agreement,Sky River,Power and Renewables,Diesel-Fired Power Plant,Power Purchase Agreement,Sky River Partnrship,PPA Seller,2003-01-29
7376,5/a6fb4e8682f61eadc6879d4875f1f35c/54585.pdf,Denver Water Board Offtake Agreement,Denver Water Board,Power and Renewables,Wind,Power Purchase Agreement,Public Service Company of Colorado,Company,2006-03-21
6436,5/2c2ab84b6d46d7b74abc3542cfda9192/main.pdf,Horseshoe Bend Offtake Agreement 1,Horseshoe Bend,Power and Renewables,Gas-Fired Power Plant,Power Purchase and Sale Agreement,12 SOUTHERN CALIFORNIA EDISON COMPANY,Buyer,2008-08-14
8814,5/34e65d4201d8532c76ff522a48dc1c41/main.pdf,Highland African Mining Company Mozambique Metals Concession ,Highland African Mining Company Mozambique Metals Concession,Metals,Titanium,MINERAL EXPLORATION AGREEMENT,Republic of Mozambique,State,2002-12-23
8404,5/851b9dc3c413db74579c5adc5b4e9d1b/main.pdf,Xtra Gold Mining Limited Ghana Metals Concession ,Xtra Gold Mining Limited Ghana Metals Concession,Metals,Nickel,Mining Contract,Government Of The Republic Of Ghana,Government,2011-01-06
6634,5/420910d055b2d0ae27289628ca3da711/main.pdf,Exelon Generation Co- Portfolio Sale Offtake Agreement,Exelon Generation Co- Portfolio Sale,Power and Renewables,Coal Fired Power Plant,Power Purchase Agreement,San Diego Gas & Electric Company,Seller,2013-03-02
6796,5/c9d529c33a8387eae6d195f1998c56d1/main.pdf,Yuba County Water Amendment 1,Yuba County Water,Power and Renewables,Cogen,Power Purchase Agreement,YUBA COUNTY WATER AGENCY,Seller,2001-07-12
6863,5/409aa08ee32135c99788b6b8d95a29fa/main.pdf,Oak Creek Energy Amendment 2,Oak Creek Energy,Power and Renewables,Generation,Amendment (Project),"Oak Creek Energy Systems, Inc.",Seller,1990-05-15
6911,5/e8a5bb21a59859c1357ad82f30353bb4/main.pdf,Thermal Energy Dev Corp Offtake Agreement,Thermal Energy Dev Corp,Power and Renewables,Gas-Fired Power Plant,Power Purchase Agreement,PACIFIC GAS AND ELECTRlC COMPANY.,Buyer,1985-06-24
7287,5/fdb6bbe67a74b4bab15bd86e3412288f/36939.pdf,Soldotna No. 1 Plant Offtake Agreement,Soldotna No. 1 Plant,Power and Renewables,Oil-Fired Power Plant,Power Purchase Agreement,ALASKA PUBLIC UTILITIES COMMISSION,Commission,1999-06-10
6686,5/9dcf5ce0a04215ac53f549618e0f7f70/main.pdf,DG Fairhaven Amendment 1,DG Fairhaven,Power and Renewables,Petroleum Coke-Fired Power Plant,Power Purchase Agreement,Pacific Gas and Electric Company,Buyer,1984-09-17
7088,5/51aea5a91ae4cf95c85d86bd9421bbe6/24741.pdf,Microgy Huckabay Ridge Offtake Agreement,Microgy Huckabay Ridge,Power and Renewables,Geothermal,Power Purchase and Sale Agreement,"Microgy,Inc.",Seller,2007-02-23
6581,5/d09ea736d23a82656f7ac05f673ea108/main.pdf,Shamrock Utilities Cedar Flat Amendment 1,Shamrock Utilities Cedar Flat,Power and Renewables,Solar,Power Purchase Agreement,10 PACIFIC GAS AND ELECTRIC COMPANY,Buyer,2011-08-01
6827,5/9146ab10089019ab05e4044c958c4751/main.pdf,Fresh Air Energy Amendment 2,Fresh Air Energy,Power and Renewables,Generation,Amendment (Project),PACIFIC GAS AND ELECTRIC COMPANY.,Buyer,2013-08-08
7343,5/a970b0349892d454b76fd0a6298f06c2/37798.pdf,Consumer Energy Advance Generation Offtake Agreement,Consumer Energy Advance Generation,Power and Renewables,Diesel-Fired Power Plant,Letter of Approval,MICHIGAN PUBLIC SERVICE COMMISSION,Commission,2010-10-19
7233,5/255a2825ba84f4b197da8086d90da4ea/41096.pdf,Collins Pine Offtake Agreement,Collins Pine,Power and Renewables,Petroleum Coke-Fired Power Plant,Power Purchase Agreement,16 PACIFIC GAS AND ELECTRIC COMPANY,Buyer,1984-07-12
6831,5/d2591dabc6ce2dbfa1b5f85b51da1831/main.pdf,Dinuba Energy Facility Amendment 1,Dinuba Energy Facility,Power and Renewables,Cogen,Amendment (Project),"COMMUNITY RENEWABLE ENERGY SERVICES, INC.",Seller,2006-09-14
7222,5/29f06da5138577340b4fceed52a6b8e7/63724.pdf,Painted Hills Offtake Agreement,Painted Hills,Power and Renewables,Diesel-Fired Power Plant,Power Purchase Agreement,"Zond Systems, Inc.",Seller,1985-04-16
8746,5/ca6b4d8941facd8913098a37d48f66fc/main.pdf,Lofa Developmment Corporation Liberia Timber Private Use Permit ,Lofa Developmment Corporation Liberia Timber Private Use Permit,Timber,Resin,Private Use Permit,Republic Of Liberia,Government,2009-11-25
7367,5/f943b706052d0cf840f33e2085e3940b/52443.pdf,Twin City Power Amendment 1,Twin City Power,Power and Renewables,Diesel-Fired Power Plant,Purchase Sale Agreement,Twin Cities Municipal Power System,Seller,2009-04-22
6947,5/d3b2850ac4a3e50c84eeb8e1e0f583da/main.pdf,Avenal Amendment 1,Avenal,Power and Renewables,Hydropower,Power Purchase Agreement,Avenal Park LLC,Seller,2009-12-23
6414,5/b9b1a0b36e33c7548f749c3f370098bb/main.pdf,Sol Orchard 22 Valley Center 1 Amendment 1,Sol Orchard 22 Valley Center 1,Power and Renewables,Geothermal,Power Purchase Agreement,Sol Orchard San Diego 22 LLC,Seller,2012-07-04
4388,5/6a19e06649c70015c388ee424869c533/main.pdf,On-call Limousine Service at Seattle-Tacoma International Airport Project Agreement,On-call Limousine Service at Seattle-Tacoma International Airport,Airport, Concessions,Concession Agreement,Port of Seattle,Concessioning Authority,2011-01-11
6797,5/15f929d5c089a51277430f89ab6f8944/main.pdf,Yuba County Water Amendment 2,Yuba County Water,Power and Renewables,Thermal,Amendment (Project),YUBA COUNTY WATER AGENCY,Seller,2012-05-21
7288,5/bc31fb2935af9133c19f1e87532b8b23/27227.pdf,McRoberts Creek Offtake Agreement,McRoberts Creek,Power and Renewables,Energy Storage,Amendment (Project),DBA ENERDYNE,Seller,1991-02-04
7235,5/27ec7af4a6f0851df6c8d34a609fcfb5/48343.pdf,Collins Pine Amendment 3,Collins Pine,Power and Renewables,Generation,Amendment (Project),COLLINS PINE COMPANY,Seller,1984-07-11
6720,5/5beb10e4048efda3b07d64ae9a11a360/main.pdf,Humboldt Bay MWD Offtake Agreement,Humboldt Bay MWD,Power and Renewables,Generation,Power Purchase Agreement,PACIFIC GAS AND ELECTRIC COMPANY.,Buyer,1985-07-25
7056,5/7d0af79a5d09368a6562326334918cd0/main.pdf,Haypress UGEN Amendment 1,Haypress UGEN,Hydropower,Ocean Current,Power Purchase Agreement,"EIF Haypress, LLC",Seller,2010-10-06
6980,5/c0e64ada4860b095c1a1c4c8cf64951a/70974.pdf,Forks of Butte Hydro Project Amendment 7,Forks of Butte Hydro Project,Hydropower,Run of the River,Power Purchase Agreement,Energy Growth Partnership,Seller,1989-02-27
7370,5/3949e0a3505dfc285751ab9255c98702/54675.pdf,Dixie-Escalante Rural Electric Amendment 2,Dixie-Escalante Rural Electric,Power and Renewables,Wind,Power Purchase Agreement,"First American Title Insurance Agency, Inc.",Trustee,2020-10-07
6763,5/ecb6f0d0242d13e28f7d932d5744aee0/main.pdf,Mega Renewables Bidwell Ditch Amendment 1,Mega Renewables Bidwell Ditch,Power and Renewables,Petroleum Coke-Fired Power Plant,Amendment (Project),MEGA RENEWABLES,Seller,2001-07-30
7284,5/56dde843804b33e0c03424f034285bdb/58185.pdf,Chena Facilities Amendment 1,Chena Facilities,Power and Renewables,Thermal,Power Purchase Agreement,"AURORA ENERGY, LLC",Seller,2006-02-26
6843,5/11be3a6dd7e84b198a4b106afc4c3379/main.pdf,Nevada Irrigation District Bowman Offtake Agreement,Nevada Irrigation District Bowman,Power and Renewables,Oil-Fired Power Plant,Power Purchase Agreement,NEVADA POWER AUTHORITY,Seller,1984-09-11
9219,5/a35925303e84c5e7956342862f8e8b4a/main.pdf,International Development Association and The Republic Of Zambia Zambia Solar Idemnity ,International Development Association and The Republic Of Zambia Zambia Solar Idemnity,Solar,Photovoltaic Solar,INDEMNITY AGREEMENT,World Bank Guarantee and,Trustee,2010-12-01
7232,5/1dbb23c14994a5429850fdc76fbc9bee/29018.pdf,Collins Pine Amendment 1,Collins Pine,Power and Renewables,Power Transmission and Distribution,Power Purchase Agreement,COLLINS P1NE COMPANY,Seller,2011-10-18
6844,5/8f7c8992431dd62686ce78d7057bde18/main.pdf,BuenaVista Amendment 1,BuenaVista,Power and Renewables,Power Transmission and Distribution,Amendment (Project),"Buena Vista Energy, LLC",Seller,2005-04-25
7819,5/87d664074bb070779bf1adb17414ea5b/main.pdf,Global Agricultural Development (Cambodia) Co Ltd Cambodia Timber Concession ,Global Agricultural Development (Cambodia) Co Ltd Cambodia Timber Concession,Timber,Plantation,Concession Agreement,"Global Agricultural Development (Cambodia) Co., Ltd.",Concessionaire,2006-03-15
7136,5/973ff670267c7178af8b68b6a9cf90ef/35435.pdf,Hunter Industries Offtake Agreement,Hunter Industries,Power and Renewables,Hydropower,Energy Services Agreement,San Diego Gas and Electric Company,Service Provider,2007-12-12
6582,5/b9c56dd3e6e62ad5811caeb7f5accd72/main.pdf,Shamrock Utilities Cedar Flat Amendment 2,Shamrock Utilities Cedar Flat,Power and Renewables,Coal-Fired Power Plant,Power Purchase Agreement,14 PACIFIC GAS AND ELECTRIC COMPANY,Buyer,1985-04-16
6948,5/2ecf4b6733b9deecdaf66d9da41f1018/main.pdf,Avenal Amendment 2,Avenal,Power and Renewables,Nuclear,Power Purchase Agreement,10 PACIFIC GAS AND ELECTRIC COMPANY,Buyer,2009-12-23
7285,5/7cb734bb35189427e7a1e729acdc4011/06282.pdf,Chugach Offtake Agreement,Chugach,Power and Renewables,Energy Storage,Power Purchase Agreement,"CHUGACH ELECTRIC ASSOCIATION, INC.",Seller,1999-02-24
6928,5/b98fe2db6176939c9d80fa02db9c5dd9/main.pdf,Northwind Energy Offtake Agreement,Northwind Energy,Power and Renewables,Hydropower,Power Purchase Agreement,ALTAMONT ENERGY CORPORATIO,Seller,1984-05-06
7621,5/14b56bb238a5aa3ef5a587d505e3a8a3/95186.pdf,Wadham ,Wadham,Power and Renewables,Diesel-Fired Power Plant,Power Purchase and Sale Agreement,Wadham Energy LP,Seller,2008-02-12
8770,5/9fe9adf516d1d74b307151569563c452/main.pdf,The People Of Korninge Chietdom Bopolu District Gbarpolu County Timber Private Use Permit ,The People Of Korninge Chietdom Bopolu District Gbarpolu County Timber Private Use Permit,Timber,Acacia,Private Use Permit,"People of Konigba Chiefdom, Bopolu District, Gbarpolu County",Owner,2011-11-11
7380,5/aa20f6234511a946d30a8fd86d3ab8de/47335.pdf,EUI Development Offtake Agreement,EUI Development,Power and Renewables,Oil-Fired Power Plant,Power Purchase Agreement,"Black Hills/Colorado Electric Utitlity Company, L.P.",Buyer,2011-03-22
6970,5/89954846066404476363e7cdc2764583/main.pdf,Lassen Station Offtake Agreement,Lassen Station,Power and Renewables,Wind,Power Purchase Agreement,SOLAR RESEARCH CORPORATION,Seller,1984-05-07
7234,5/48551a3eba4af516a5ea9a985b3612d6/63117.pdf,Collins Pine Amendment 2,Collins Pine,Power and Renewables,Generation,Power Purchase Agreement,10 PACIFIC GAS AND ELECTRIC COMPANY,Buyer,1990-07-20
7151,5/18450924b530986e665c79f36eb567bf/91026.pdf,Water Wheel Ranch Offtake Agreement,Water Wheel Ranch,Power and Renewables,Geothermal,Power Purchase Agreement,Pacific Gas and Electric Company,Buyer,1985-04-17
6436,5/2c2ab84b6d46d7b74abc3542cfda9192/main.pdf,Horseshoe Bend Offtake Agreement 1,Horseshoe Bend,Power and Renewables,Cogen,Power Purchase and Sale Agreement,"6332 Horseshoe Bend Wind, LLC",Seller,2008-08-14
7234,5/48551a3eba4af516a5ea9a985b3612d6/63117.pdf,Collins Pine Amendment 2,Collins Pine,Power and Renewables,Hydropower,Power Purchase Agreement,COLLINS PINE COMPANY,Seller,1990-07-20
8778,5/b4cfd361bd05f28d31bd384a21f213ec/main.pdf,"Putu Iron Ore Mining, Inc. and Mano River Iron Ore Ltd. Liberia Metals Concession ","Putu Iron Ore Mining, Inc. and Mano River Iron Ore Ltd. Liberia Metals Concession",Metals,Zircon,Mineral Development Agreement,Mano River Iron Ore Ltd.,Shareholder,2010-09-02
6916,5/7020730669bfd041190bc83bcf263f3e/main.pdf,High Plains Ranch II Offtake Agreement,High Plains Ranch II,Power and Renewables,Generation,Power Purchase and Sale Agreement,"HIGH PLAINS RANCH III, LLC",Seller,2008-07-22
6687,5/9ca0634f422994135d1fe7624ecf4a24/main.pdf,DG Fairhaven Offtake Agreement,DG Fairhaven,Power and Renewables,Nuclear,Power Purchase Agreement,13 PACIFIC GAS AND ELECTRIC COMPANY,Buyer,1984-09-18
6907,5/ffe6e58fc9dcc0a4dfe73a49166a3480/main.pdf,Thermal Energy Dev Corp Amendment 1,Thermal Energy Dev Corp,Power and Renewables,Power Transmission and Distribution,Amendment (Project),"Thermal Energy Development Partnership, L.P.",Seller,1990-10-01
7370,5/3949e0a3505dfc285751ab9255c98702/54675.pdf,Dixie-Escalante Rural Electric Amendment 2,Dixie-Escalante Rural Electric,Power and Renewables,Coal-Fired Power Plant,Power Purchase Agreement,Robinson Living Trust,Beneficiary,2020-10-07
6910,5/ade0fd644974b223c9a2268b6466231d/77921.pdf,Thermal Energy Dev Corp Amendment 4,Thermal Energy Dev Corp,Power and Renewables,Gas-Fired Power Plant,Project Agreement,"Thermal Energy Development Partnership, LP",Seller,2006-04-18
6687,5/9ca0634f422994135d1fe7624ecf4a24/main.pdf,DG Fairhaven Offtake Agreement,DG Fairhaven,Power and Renewables,Petroleum Coke-Fired Power Plant,Power Purchase Agreement,FAIRHAVEN POWER CO.,Seller,1984-09-18
6959,5/d4825dd29c8ae698fab65551c89b3020/main.pdf,CTVPower Amendment 1,CTVPower,Power and Renewables,Oil-Fired Power Plant,Power Purchase Agreement,Energy Capital Corporation,Seller,1992-11-09
7367,5/f943b706052d0cf840f33e2085e3940b/52443.pdf,Twin City Power Amendment 1,Twin City Power,Power and Renewables,Oil-Fired Power Plant,Purchase Sale Agreement,Wells Fargo Bank,Bond Trustee,2009-04-22
7686,5/1a12f2513f5dd2abd8ff1601197ded24/main.pdf,Autopistas Metropolitanas De Puerto Rico Llc Puerto Rico Road Concession Agreement ,Autopistas Metropolitanas De Puerto Rico Llc Puerto Rico Road Concession Agreement,Road,Rest Stops,Concession Agreement,"Autopistas Metropolitanas de Puerto Rico, LLC",Concessionaire,2011-06-26
